Title,Year,Rated,Released,Runtime,Plot,Poster,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
A Dark Truth,2012,R,29 Nov 2012,106 min,"A large international water purification company has a major filtration system malfunction in Ecuador, South America resulting in a typhoid breakout in the town. Government security forces move in and shoot the villagers to prevent the information getting out and spoiling the next big deal the company is working on in South Africa. Morgan Swinton, the daughter in the family controlled business discovers what is happening and hires an ex-CIA agent, Jack Begosian, to go down and get the information on what is really happening. The company's security force, working with the brother, are overly aggressive and have secretive special handling resources to deal with the woman, her contract investigator and the witnesses from the village that survived to prevent anything impacting the pending closure of the next multi-million dollar deal. There are homicides, suicides, double crosses and lots of gratuitous violence before the truth gets told.",https://m.media-amazon.com/images/M/MV5BMTYxOTQ0NTUzOV5BMl5BanBnXkFtZTcwMjc5MDA2OA@@._V1_SX300.jpg,31,5.6,"6,360",tt2083379,"$5,750"
The Imitation Game,2014,PG-13,25 Dec 2014,114 min,"It is based on the real life story of legendary cryptanalyst Alan Turing. The film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",https://m.media-amazon.com/images/M/MV5BNjI3NjY1Mjg3MV5BMl5BanBnXkFtZTgwMzk5MDQ3MjE@._V1_SX300.jpg,71,8.0,"842,688",tt2084970,"$91,125,683"
The Artifice Girl,2022,N/A,27 Apr 2023,93 min,"A team of special agents discovers a revolutionary new computer program to bait and trap online predators. After teaming up with the program's troubled developer, they soon find that the AI is rapidly advancing beyond its original...",https://m.media-amazon.com/images/M/MV5BZDQwNTVjZGMtM2NhNC00Njg4LWE3ZjUtZTFiOGUyYWUyNDY4XkEyXkFqcGc@._V1_SX300.jpg,60,6.6,"11,089",tt20859464,N/A
Big Game,2014,PG-13,26 Jun 2015,110 min,"When Air Force One is shot down by terrorists leaving the President of the United States stranded in the wilderness, there is only one person around who can save him - a 13-year old boy called Oskari. In the forest on a hunting mission to prove his maturity to his kinsfolk, Oskari had been planning to track down a deer, but instead discovers the most powerful man on the planet in an escape pod. With the terrorists closing in to capture their own ""Big Game"" prize, the unlikely duo must team up to escape their hunters. As anxious Pentagon officials observe the action via satellite feed, it is up to the President and his new side-kick to prove themselves and survive the most extraordinary 24 hours of their lives.",https://m.media-amazon.com/images/M/MV5BMjQxNTc1ODA1Ml5BMl5BanBnXkFtZTgwMTQ1NDM3NDE@._V1_SX300.jpg,53,5.4,"36,221",tt2088003,"$24,752"
Captain Underpants: The First Epic Movie,2017,PG,02 Jun 2017,89 min,"George and Harold are two imaginative pranksters who make the depressing Jerome Horwitz School a better place. They hypnotize their nemesis, the mean-spirited principal Mr. Krupp. He transforms into the incredibly clueless yet kind-hearted and enthusiastic superhero named Captain Underpants. Even without the mean principal, they discover that having Captain Underpants comes at a steep price. Meanwhile, Professor Poopypants tries to eliminate laughter with the school snitch Melvin, and George and Harold discover that there may be more to Mr. Krupp than they had originally thought.",https://m.media-amazon.com/images/M/MV5BN2FlOTgyOTctMTE1Ny00MzFhLWE5NjctNTMxNzM5N2I2Yzk1XkEyXkFqcGc@._V1_SX300.jpg,69,6.2,"33,727",tt2091256,"$73,921,000"
Batman: The Dark Knight,2008,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzRjOTg1YWYtZTE0NC00MGI5LTlmNDAtMzllM2M1MmQ4N2ViXkEyXkFqcGdeQXVyNjczMzc5NzQ@._V1_SX300.jpg,N/A,8.3,"2,197",tt2098632,N/A
Living Dark: The Story of Ted the Caver,2013,PG-13,N/A,112 min,"Two brothers, reunited for their father's funeral, stumble upon the entrance to a nearby cave, where they are slowly forced to confront the true, nightmarish cause of their father's death. Based on the popular Ted the Caver Internet legend.",https://m.media-amazon.com/images/M/MV5BMTk2MzAxNDY3N15BMl5BanBnXkFtZTgwMzkyNzUxMjE@._V1_SX300.jpg,N/A,5.1,"1,033",tt2100573,N/A
Girl in the Picture,2022,TV-MA,06 Jul 2022,101 min,A young mother's mysterious death and her son's subsequent kidnapping blow open a decades-long mystery about the woman's true identity and the murderous federal fugitive at the center of it all.,https://m.media-amazon.com/images/M/MV5BMjcyMjhkNmQtNzM5OS00NGE3LWE0OTktMDBiZDIzNzA1MzUxXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.3,"22,920",tt21059520,N/A
The House with a Clock in Its Walls,2018,PG,21 Sep 2018,105 min,"Lewis Barnavelt, after losing his parents, is sent to Michigan to live with his uncle Jonathan. He discovers his uncle is a warlock, and enters a world of magic and sorcery. But this power is not limited to good people: Lewis learns of Isaac Izard, an evil wizard who constructed a magical clock with black magic, as long as it exists it will keep ticking, counting down to doomsday. He died before he could finish the clock, but he hid the clock in his house, where Uncle Jonathan now lives. Now Lewis and Jonathan must find the clock before it finishes its countdown and ends the world.",https://m.media-amazon.com/images/M/MV5BM2MwZjI4OGYtYjM1ZS00ODEzLTkzZDItMzNhYWFhMjQzMzgxXkEyXkFqcGc@._V1_SX300.jpg,57,6.1,"56,865",tt2119543,"$68,549,695"
The Tiger Mask,2013,N/A,09 Nov 2013,87 min,"Trained to be a villain by the mysterious Tiger's Cave, Naoto Date was prepared to make his debut as the villain Tiger Mask. But when he donates all of his earnings to an orphanage, Tiger's Cave brands him a traitor.",https://m.media-amazon.com/images/M/MV5BMTY2MjgwOTcyMl5BMl5BanBnXkFtZTcwNjIwOTg3OQ@@._V1_SX300.jpg,N/A,3.7,595,tt2121839,N/A
Final Girl,2015,R,14 Aug 2015,84 min,"A cute, shy, young girl is new to town, and looks to be the perfect, easily-duped target for a group of boys who want to use her as the final test in their murder game. Little do they know, she is skilled in areas they cannot imagine, and has a test of her own she decides to pursue.",https://m.media-amazon.com/images/M/MV5BYjQ5NzYxMDYtZDYxZS00Y2ExLWJlNzgtYTYyMWNhMjYwM2JhXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.7,"17,099",tt2124787,N/A
What We Lose to Love,2022,TV-14,30 Jul 2022,N/A,"While preparing for her wedding, Dara suddenly disappears. Satria is the only one who can see, touch, or speak to her.",https://m.media-amazon.com/images/M/MV5BODU0Y2EyNjQtY2Q4Ni00MzcxLWIyMjUtZDFlOTU0ZGI3YmFlXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_SX300.jpg,N/A,8.3,"4,370",tt21249134,
The Tiger and the President,2022,N/A,07 Sep 2022,98 min,"In January 1920, Paul Deschanel, a French politician little-known to the general public, unexpectedly won the presidential election against Georges Clemenceau, leader of the Council of Ministers. Deschanel (Le Président) was an ec...",https://m.media-amazon.com/images/M/MV5BMWNjMGE2YWEtNDg1My00Yzc4LTllYWEtOTNhYTRlNWM1ODRmXkEyXkFqcGdeQXVyMTA4NTQwNjY4._V1_SX300.jpg,N/A,6.1,269,tt21257212,N/A
Tere Naal Love Ho Gaya,2012,Not Rated,24 Feb 2012,130 min,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny, it dawns on Viren to go rescue her as he realizes his love for her. But will he manage to do so is what remains to be seen in a dramatic and comic climax.",https://m.media-amazon.com/images/M/MV5BMjE2NjcxMTcyMV5BMl5BanBnXkFtZTcwMzczNjcyNw@@._V1_SX300.jpg,N/A,5.9,"4,644",tt2130242,"$177,743"
The Girl,2012,TV-14,20 Oct 2012,91 min,"When Grace Kelly retires from films to marry Prince Rainier Alfred Hitchcock looks for a similar blonde and finds her in TV model,the little known Tippi Hedren,who will star in his film adaptation of horror story 'The Birds'. Hitchcock is obsessed with Tippi sexually and,when she rebuffs his advances,sadistically puts her through five days of filming where she is attacked and injured by real birds. Hitchcock's wife Alma and his assistant Peggy are appalled but can do nothing. Tippi is resolved that she will not give in to Hitchcock despite the situation giving her nightmares. Hitchcock and Tippi make a second film,'Marnie'. Having admitted that Alma is the only woman he has ever had sex with and that he now finds her cold Hitchcock continues to pursue Tippi, bombarding her with phone calls declaring his love for her yet reminding her that he alone made her famous and she owes him. At this stage Tippi demands that her contract be terminated and an end title states that they never worked together again.",https://m.media-amazon.com/images/M/MV5BNTc0NzA4MDU3OV5BMl5BanBnXkFtZTcwNTE2Mzg1OA@@._V1_SX300.jpg,N/A,6.2,"7,292",tt2132485,N/A
God Help the Girl,2014,Unrated,05 Sep 2014,112 min,"Set in Glasgow, Scotland, the film is about a girl called Eve who is in the hospital dealing with some emotional problems and starts writing songs as a way of getting better. Songwriting becomes her way forward, leading her to the City where she meets James and Cassie, two musicians each at crossroads of their own. What follows is a story of renaissance over the course of a long, dream-like Summer.",https://m.media-amazon.com/images/M/MV5BMTg0MDYwNjg2NF5BMl5BanBnXkFtZTgwMTE1NzMyMjE@._V1_SX300.jpg,58,6.4,"9,318",tt2141751,"$102,757"
Dark Reunion: A Tiger in the Dark Story,2013,PG-13,11 Jun 2013,19 min,"The virus has won. So, what's next? Ironically Drew Evans faked his death in 2010. Yet, when he chose to reawaken his dark side all hell broke loose. In a fight for survival he found himself unable to cope with the events occurring in his life. As a last resort he tried desperately to make amends with those people that shunned him away years prior with hopes of finding peace. In late May of 2012 Drew committed suicide. His death shocked his friends and left many unanswered questions by his family and loved ones. Drew Evans, creator of A Tiger in the Dark wrote the original screenplay for ""Dark Reunion"" (originally intended to be a comedy). The film was shot by his close friends and features those that knew him best as they remember a man tormented by his own demons.",N/A,N/A,6.1,23,tt2153778,N/A
407 Dark Flight 3D,2012,R,22 Mar 2012,105 min,"Ten years ago a young air hostess, New insists that a vengeful spirit caused the plane to crash, but her belief unsettled those around her and she had to go through psycho-therapy. Now the woman is ready to fly again. But on her first flight, New is struck by a disturbing feeling of Déjà vu. The plane on which she's working looks familiar, and New realizes that it's actually the same aircraft that crashed ten years ago, though it has been repaired and repainted. New is gripped by terror, but there's nothing she can do because the plane has already taken off, along with the same vengeful spirits that reside in it. Up in the air, the passengers on her plane start to die one at a time &amp; the spirits are determined to take her life this time...",https://m.media-amazon.com/images/M/MV5BMGQxZDM0ZjAtMjQ5YS00ZTA1LTllNmEtODk1ODIwMTNkMjUwXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.1,"1,067",tt2158686,N/A
"Batman: The Dark Knight Returns, Part 2",2013,PG-13,29 Jan 2013,76 min,"After a 10 year absence, the Dark Knight has returned to Gotham to fight the Mutant threat. After defeating the mutants, he has taken control of a gang loyal to him in order to make Gotham a safer place. But, the Joker has decided to stop this, and fights against Batman in a deadly duel. Meanwhile, the Man of Steel is ordered to stop the Dark Knight because the government believes that his ways are wrong. As Batman fights the Joker, the Man of Steel prepares for his greatest fight.",https://m.media-amazon.com/images/M/MV5BYTEzMmE0ZDYtYWNmYi00ZWM4LWJjOTUtYTE0ZmQyYWM3ZjA0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,N/A,8.4,"47,412",tt2166834,N/A
To Kill a Tiger,2022,TV-MA,10 Mar 2024,128 min,"Ranjit, a farmer in India, takes on the fight of his life when he demands justice for his 13-year-old daughter, the victim of a brutal gang rape. His decision to support his daughter is virtually unheard of, and his journey unprec...",https://m.media-amazon.com/images/M/MV5BMmFhNzY5MDEtNmUxZi00MTA2LTg2OTYtM2VkNmY3MTEwMTJjXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.6,"2,545",tt21688772,N/A
I Will Follow You Into the Dark,2012,Unrated,11 Oct 2013,112 min,"Story follows Sophia, who is severely depressed after the deaths of both her parents within six months. Convinced that the Afterlife is mere oblivion, and that this life is meaningless, she retreats within herself, only to be drawn out of her depressive funk by an unexpected romance with a man named Adam. After Adam disappears mysteriously into the depths of a haunted apartment building, Sophia vows to pursue him, even if it means walking over the threshold into the realm of death.",https://m.media-amazon.com/images/M/MV5BMTQzNzY1MzU5MV5BMl5BanBnXkFtZTgwODQ5MTIzMDE@._V1_SX300.jpg,17,4.5,"1,382",tt2179087,N/A
Love at First Sight,2023,PG-13,15 Sep 2023,91 min,"When a 17 year old girl, Hadley, misses her flight from JFK to London, she meets a British boy, Oliver, who happens to be in her row on the airplane. When Hadley and Oliver lose each other, when they get to London, will fare bring them together or will they be torn apart forever?",https://m.media-amazon.com/images/M/MV5BOTY0M2EyNGUtYmZiYi00MTVlLThkMWMtMjNkZjg5Nzg2NjRmXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.8,"36,945",tt2183014,N/A
Love on a Leash,2011,Not Rated,N/A,90 min,"Love takes a furry twist in this slice of romantic comedy. A young woman falls for a stray dog with a secret: by night, it becomes a man. Follow the journey of the golden retriever and the friend who gives him a home.",https://m.media-amazon.com/images/M/MV5BZTJiYjU0ZGQtODg1MS00ZDAwLTljZDctYjdmZDFjMmVjNDFlXkEyXkFqcGdeQXVyMTE5NDkxMA@@._V1_SX300.jpg,N/A,8.0,"7,975",tt2185022,N/A
"Origins of Evil: Becoming Virus D - Behind the Scenes of A Tiger in the Dark, Episode 1",2012,R,10 Jan 2012,19 min,The wait is over! A short documentary showcasing Virus D and why this character will make you cheer for the bad guy.,N/A,N/A,7.1,14,tt2186995,N/A
The Dark Horse,2014,R,20 Nov 2014,124 min,A brilliant but troubled New Zealand chess champion finds purpose by teaching underprivileged children about the rules of chess and life.,https://m.media-amazon.com/images/M/MV5BMjQzNjIxOTI4OF5BMl5BanBnXkFtZTgwMzQwNTg5NzE@._V1_SX300.jpg,77,7.4,"6,653",tt2192016,"$67,533"
Stuck in Love.,2012,R,02 May 2013,97 min,"Meet the Borgens. William Borgens is an acclaimed author who hasn't written a word since his ex-wife Erica left him 3 years ago for another man. In between spying on Erica and casual romps with his married neighbour Tricia, Bill is dealing with the complexities of raising his teenage children Samantha and Rusty. Samantha is publishing her first novel and is determined to avoid love at all costs - after all she's seen what it has done to her parents. In between hook ups, she meets ""nice guy"" Lou who will stop at nothing to win her over. Rusty, is an aspiring fantasy writer and Stephen King aficionado, who is on a quest to gain 'life experiences'. He falls for the beautiful, but troubled Kate and gets his first taste of love and a broken heart. A tale of family, love (lost and found), and how endings can make new beginnings. There are no rewrites in life, only second chances.",https://m.media-amazon.com/images/M/MV5BMTU1NzI5MDU3OV5BMl5BanBnXkFtZTcwNTE0NDMzOQ@@._V1_SX300.jpg,49,7.2,"93,344",tt2205697,"$81,071"
Dream Girl 2,2023,N/A,25 Aug 2023,134 min,"Karam, who is trying to live a serious life in Mathura and falls in love with Pari but life is hell bent on not taking him seriously. In a turn of events Karam becomes Pooja which creates further chaos in his already chaotic life.",https://m.media-amazon.com/images/M/MV5BMTMzNzYzNzctNWIyNC00NDRhLWFkNGMtMzYxOTA2ZjgwYzFhXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.2,"11,834",tt22086334,N/A
Crazy Dennis Tiger,2012,N/A,14 Feb 2012,27 min,N/A,N/A,N/A,6.6,14,tt2210547,N/A
Tiger Balm,1972,N/A,N/A,10 min,"In vivid color photography and beautiful tints, Hollis Frampton creates a series of studies on nature. The film begins with grass and plants, and a superimposed child running back and forth across the picture. Flowers and bushes are shown in detailed closeup. After this, the film devotes itself to reverting between closeup shots of grass to ground upward pans of grassy areas, the camera moving up to capture, in the background, human activity going on as usual. At the end, a closeup of a bee on a flower is pictured, and a view shot from a tree.",N/A,N/A,6.0,47,tt2220414,N/A
Love and Monsters,2020,PG-13,16 Oct 2020,109 min,"Seven years after the Monsterpocalypse, Joel Dawson (Dylan O'Brien), along with the rest of humanity, has been living underground ever since giant creatures took control of the land. After reconnecting over radio with his high school girlfriend Aimee (Jessica Henwick), who is now 80 miles away at a coastal colony, Joel begins to fall for her again. As Joel realizes that there's nothing left for him underground, he decides against all logic to venture out to Aimee, despite all the dangerous monsters that stand in his way. The fun-filled and action-packed adventure also stars Michael Rooker and Ariana Greenblatt.",https://m.media-amazon.com/images/M/MV5BN2I1MGNiOWMtYmFlNC00MDYxLTkzODEtZDhiMTg5MjYzNTQxXkEyXkFqcGc@._V1_SX300.jpg,63,6.9,"150,442",tt2222042,"$1,070,714"
Tiger Boy,2012,N/A,16 Jun 2012,20 min,"Matteo, a nine years old kid, builds a mask identical to the one of his hero: a wrestler of a roman suburb called ""The Tiger"". Once the mask is on, Matteo never wants to take it off. What simply appears as a tantrum is in reality a call for help that nobody seems to hear.",https://m.media-amazon.com/images/M/MV5BNDE5MjIwZDAtMGQ4OC00YzBjLWIzM2EtY2UyZDM1MTRhMzRmXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_SX300.jpg,N/A,7.1,246,tt2222164,N/A
Dark,2015,Not Rated,17 Oct 2015,93 min,"During the New York City blackout of 2003, Kate, a struggling 30-something model with a troubled past, has just moved into her girlfriend Leah's Brooklyn loft, but already doubts about their relationship have begun to loom. When Leah leaves for the weekend, Kate unexpectedly finds herself alone in the apartment in the middle of the worst blackout in North American history. As darkness falls over the city, Kate's paranoia grows and she begins to believe someone in the building is stalking her. With no one to help her and escape out of reach, Kate is forced to confront her deepest fears as she fights to survive through the night.",https://m.media-amazon.com/images/M/MV5BMTcxMTM1OTM5OF5BMl5BanBnXkFtZTgwMzY3MzM4NTE@._V1_SX300.jpg,N/A,3.5,"2,641",tt2226321,N/A
My Love Story with Yamada-kun at Lv999,2023,TV-14,02 Apr 2023,N/A,"After her boyfriend breaks up with her for another girl, Akane Kinoshita decides she is going to make him regret his decision. Unexpectedly, however, she meets a socially awkward gamer who might just solve all of her problems.",https://m.media-amazon.com/images/M/MV5BOGU4NzQ3YzQtOTU4MC00ZGMzLThlOGMtODMzODg3YzM1Mzg2XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.6,"3,833",tt22297712,
The Love Punch,2013,PG-13,23 May 2014,94 min,"Richard (Pierce Brosnan) and Kate (Dame Emma Thompson) are a divorced couple who have an amicable relationship. Richard, who's about to retire, learns that his company's assets have been frozen because it's under investigation, and that includes the pension fund. When the owner goes out of the country, Richard decides to pursue him and Kate goes with him. When they learn the man doesn't care about the employees, they decide to get the money some other way - by stealing the diamond he gave his girlfriend. So they follow them and Kate gets close to the girlfriend.",https://m.media-amazon.com/images/M/MV5BMTcyNjAyOTMxMV5BMl5BanBnXkFtZTgwMTM5NDc3MTE@._V1_SX300.jpg,44,5.7,"16,205",tt2234261,"$266,588"
A Haunted House,2013,R,11 Jan 2013,86 min,"In October 2012 a video footage is found at the home of Malcolm Johnson and the recordings are still unexplained. Past this prologue a story in flashback form unfolds. During the summer of 2012, Malcolm and Kisha move in together and start a happy life. One night Kisha notices a few unexplained phenomena that convince her their house is haunted by ghosts. To allay her fears Malcom hires a camera crew to film inside the house day and night. A few nights later Malcom and Keisha have sex on camera, despite Keisha's protests at being filmed. Upon reviewing the sex tape the next day, Malcom and Keisha notice a few paranormal phenomena caught on tape. Malcom wants to sell the house but the housing market is slow. Therefore, Malcom decides to hire a psychic to come to the house and investigate. After Kisha confesses to making a deal with the devil for a pair of shoes things start to make sense but it doesn't solve the problems caused by the paranormal phenomena.",https://m.media-amazon.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_SX300.jpg,20,5.0,"51,040",tt2243537,"$40,041,683"
Love Today,2022,N/A,04 Nov 2022,154 min,"Two young lovers, who are made to exchange their phones for a day and what happens due to that.",https://m.media-amazon.com/images/M/MV5BYzEyNzQ0MDEtMzVhZS00ZjE4LWIwZDQtNTNhNTY2NDAwNmE3XkEyXkFqcGc@._V1_SX300.jpg,N/A,8.0,"16,118",tt22488728,N/A
Dark Was the Night,2014,Not Rated,24 Jul 2015,99 min,"Isolated and threatened, a mysterious force hidden within the trees outside the small town of Maiden Woods, strikes fear in the townspeople as Sheriff Paul Shields attempts to overcome the demons of his past while protecting those that he loves.",https://m.media-amazon.com/images/M/MV5BOTQ1Mjk2OTE4OF5BMl5BanBnXkFtZTgwOTk5Mjg2NTE@._V1_SX300.jpg,40,5.6,"11,405",tt2251281,N/A
The Blue Tiger,2012,N/A,23 Feb 2012,90 min,"In a city ruled by the diabolical Mayor, it appears that only one thing can save the old botanical garden from being demolished for the construction of an entertainment center: the Blue Tiger. Now it is up to Johanka and Matyas to protect the tiger from the evil clutches of the Mayor and his henchmen and save the garden.",https://m.media-amazon.com/images/M/MV5BMTMzNDAzNzAzOF5BMl5BanBnXkFtZTcwNTI2NzM2Nw@@._V1_SX300.jpg,N/A,5.9,144,tt2251519,N/A
The Dark Knight Retires,2013–,N/A,14 Aug 2013,N/A,"A disgruntled Batman finally retires. While adjusting to a normal life and dating Catwoman, the Dark Knight's happiness is threatened not only by supervillains, but his own compulsive need to be a hero.",https://m.media-amazon.com/images/M/MV5BMTkxMDczOTM3OF5BMl5BanBnXkFtZTgwNTg1MzM4MDE@._V1_SX300.jpg,N/A,4.6,"1,212",tt2257218,
Gone Girl,2014,R,03 Oct 2014,149 min,"On the occasion of his fifth wedding anniversary, Nick Dunne reports that his wife, Amy, has gone missing. Under pressure from the police and a growing media frenzy, Nick's portrait of a blissful union begins to crumble. Soon his lies, deceits and strange behavior have everyone asking the same dark question: Did Nick Dunne kill his wife?",https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg,79,8.1,"1,104,943",tt2267998,"$167,767,189"
Another Love,2023–2024,N/A,11 Sep 2023,N/A,"The brutal murder of Hamdi Atilbay brings together the paths of young prosecutor Leyla, and a famous journalist Kenan. However, this murder is covered with facts that will also destroy their love.",https://m.media-amazon.com/images/M/MV5BZTM2NzI5YjUtY2U0OS00Y2VlLWIzOTItY2M5YjIzODMzMTY4XkEyXkFqcGdeQXVyMTA2MDI0NDE4._V1_SX300.jpg,N/A,8.7,"13,042",tt22727518,
"Berlin, I Love You",2019,R,08 Feb 2019,120 min,"Latest installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature film is made of ten stories of romance set in the German capital.",https://m.media-amazon.com/images/M/MV5BMTJlNmQ1NDctMTJlNS00NDY4LWE0NDItNTVmMTQ4M2NkZWU0XkEyXkFqcGc@._V1_SX300.jpg,34,4.7,"4,030",tt2275743,N/A
Dark Cove,2016,Not Rated,02 Aug 2016,39 min,"Five friends go camping on the rugged coast of Vancouver Island, Canada. Things start to go seriously wrong while partying with two Australian surfers.",https://m.media-amazon.com/images/M/MV5BMzkxNWJhMTEtMDgxNS00NjZmLWI0M2YtNDI2ZTMxMzkxMDRkXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.8,"1,424",tt2277834,N/A
Love the Coopers,2015,PG-13,13 Nov 2015,107 min,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",https://m.media-amazon.com/images/M/MV5BMjE4NTkyODk4NF5BMl5BanBnXkFtZTgwNjY0NzkxNzE@._V1_SX300.jpg,31,5.8,"28,112",tt2279339,"$26,302,731"
The SpongeBob Movie: Sponge Out of Water,2015,PG,06 Feb 2015,92 min,"During a fight between the Krusty Krab and Plankton, the secret formula disappears and all of Bikini Bottom goes into a terrible apocalypse. The Bikini Bottomites go crazy and they all believe that Spongebob and Plankton stole the secret formula. The two new teammates create a time machine to get the secret formula before it disappears and also go to some weird places along the way including a time paralex where they meet a time wizard named Bubbles who is a dolphin. The two later get to the time when the formula disappeared and take it back to the present day time. They then realized that it's a fake formula Plankton made when he was taking the real one and the Bikini Bottomites try to destroy Spongebob (Plankton runs away) Spongebob smells Krabby patties and so does everyone else so the Bikini Bottomites follow it (instead of destroying Spongebob) and they arrive at the bank of the surface. Everyone except Spongebob, Patrick, Mr. Krabs, Squidward, Sandy, and a stowaway Plankton go back home while the six characters that stayed are greeted by Bubbles who takes them to the surface where a pirate is selling Krabby Patties. The team learns that they can write in a magic book and it'll make whatever they write in it become true. They decide to turn themselves into superheroes and battle the pirate. Meanwhile, Plankton writes himself as a superhero too.",https://m.media-amazon.com/images/M/MV5BNDhlMDM3ZDUtMGNhZi00ZTFmLTg1YjYtZTM3ZTE1MGIwNWFjXkEyXkFqcGc@._V1_SX300.jpg,62,6.0,"63,436",tt2279373,"$162,994,032"
Dracula: The Dark Prince,2013,R,15 Oct 2013,100 min,"In his search for the Lightbringer, Dracula crosses paths with a beautiful crusader named Alina who bears a remarkable resemblance to his murdered bride. One look at her and Dracula is immediately smitten. Could Alina be the reincarnation of his long-dead love? Dracula has Alina kidnapped and brought to his castle where the Beast must now try to win his Beauty's heart.",https://m.media-amazon.com/images/M/MV5BMTg1OTIxOTE3MV5BMl5BanBnXkFtZTgwNTMwNzA2MDE@._V1_SX300.jpg,N/A,3.7,"1,851",tt2287214,N/A
Burning Love,2012–2013,TV-14,04 Jun 2012,23 min,"A parody of reality dating shows in the vein of ""The Bachelor"" and ""The Bachelorette"".",https://m.media-amazon.com/images/M/MV5BN2Q1MzIyYjMtZjFjYy00MjdlLTkyZmMtOTA3NzZlZGY2YjJkXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.9,"4,395",tt2292621,
Love is in the Air,2013,Not Rated,03 Apr 2013,96 min,"Antoine is a lawyer living in New York. On his way back to France for the final round of a job interview, Antoine finds himself sitting right next to his ex-girlfriend Julie. With a seven-hour flight ahead of them, they are going to have to speak to each other.",https://m.media-amazon.com/images/M/MV5BOGRhN2FkMzEtN2M1MC00MDhkLWE0OGItMGRlMzgxNTFmZjU0XkEyXkFqcGc@._V1_SX300.jpg,49,6.3,"5,328",tt2298384,"$8,425"
Say &quot;I love you&quot;,2012–2013,TV-14,06 Oct 2012,25 min,"Tachibana Mei has had no boyfriend and couldn't even make friends. One day she injures Kurosawa Yamato, the most popular boy in school, and for some reason Yamato takes interest in her.",https://m.media-amazon.com/images/M/MV5BNzY2MjllODAtN2VjOS00MzZmLWIxYWItZDFkYjM1ODdiYTY5XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.2,"4,310",tt2309312,
What a Tiger,1963,N/A,N/A,9 min,"Once a kitten, noticing a picture of a formidable tiger in a book, finds that he is very similar to him and decides to become a tiger. He tries to scare with his appearance either a puppy, or a turkey, or a goat, but all is in vain, no one is afraid of him. And only a little mouse, seeing him, rushes headlong into his burrow. Delighted, the kitten tells her mother about his success, but she explains that mice are always afraid of cats. Considering that being a tiger is not so interesting, the kitten runs to play with a ball.",https://m.media-amazon.com/images/M/MV5BOTM2NzdkZjUtMTRjMS00NWM0LThjYzAtMjZhYjQzMTFmNDMxXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg,N/A,7.1,51,tt2311802,N/A
"Batman: The Dark Knight Returns, Part 1",2012,PG-13,25 Sep 2012,76 min,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",https://m.media-amazon.com/images/M/MV5BMzIxMDkxNDM2M15BMl5BanBnXkFtZTcwMDA5ODY1OQ@@._V1_SX300.jpg,N/A,8.0,"54,214",tt2313197,N/A
